t,body,x,y,z,vx,vy,vz
2.7,Body A,1.07955,0.0299971,0,-0.0458602,0.467258,0
2.7,Body B,-0.609944,-0.35581,0,-1.06177,-0.0957556,0
2.7,Body C,-0.469603,0.325813,0,1.10763,-0.371502,0
2.72,Body A,1.07849,0.0393425,0,-0.0603042,0.467283,0
2.72,Body B,-0.631024,-0.357309,0,-1.04583,-0.05433,0
2.72,Body C,-0.447462,0.317966,0,1.10613,-0.412953,0
2.74,Body A,1.07713,0.0486884,0,-0.0748759,0.467306,0
2.74,Body B,-0.651763,-0.357991,0,-1.02774,-0.0140742,0
2.74,Body C,-0.425372,0.309302,0,1.10261,-0.453232,0
2.76,Body A,1.07549,0.0580347,0,-0.0896058,0.467317,0
2.76,Body B,-0.67212,-0.357881,0,-1.00766,0.0247935,0
2.76,Body C,-0.40337,0.299846,0,1.09726,-0.49211,0
2.78,Body A,1.07355,0.0673809,0,-0.104524,0.467307,0
2.78,Body B,-0.692057,-0.35701,0,-0.985773,0.0620865,0
2.78,Body C,-0.381492,0.289629,0,1.0903,-0.529394,0
2.8,Body A,1.07131,0.0767267,0,-0.119661,0.467265,0
2.8,Body B,-0.71154,-0.355409,0,-0.96228,0.0976526,0
2.8,Body C,-0.359767,0.278682,0,1.08194,-0.564918,0
2.82,Body A,1.06876,0.0860713,0,-0.135048,0.467178,0
2.82,Body B,-0.730539,-0.353116,0,-0.937389,0.131374,0
2.82,Body C,-0.338222,0.267045,0,1.07244,-0.598553,0
2.84,Body A,1.0659,0.0954135,0,-0.150714,0.467031,0
2.84,Body B,-0.749028,-0.350167,0,-0.911313,0.163168,0
2.84,Body C,-0.316876,0.254754,0,1.06203,-0.630199,0
2.86,Body A,1.06273,0.104752,0,-0.166691,0.466805,0
2.86,Body B,-0.766985,-0.346602,0,-0.884265,0.192983,0
2.86,Body C,-0.295745,0.24185,0,1.05096,-0.659788,0
2.88,Body A,1.05923,0.114085,0,-0.183007,0.466481,0
2.88,Body B,-0.784394,-0.342461,0,-0.856453,0.220799,0
2.88,Body C,-0.27484,0.228376,0,1.03946,-0.68728,0
2.9,Body A,1.05541,0.12341,0,-0.199694,0.466036,0
2.9,Body B,-0.80124,-0.337784,0,-0.828071,0.246621,0
2.9,Body C,-0.254168,0.214373,0,1.02777,-0.712657,0
2.92,Body A,1.05124,0.132725,0,-0.21678,0.465445,0
2.92,Body B,-0.817514,-0.332609,0,-0.799306,0.270479,0
2.92,Body C,-0.23373,0.199884,0,1.01609,-0.735924,0
2.94,Body A,1.04673,0.142027,0,-0.234295,0.464681,0
2.94,Body B,-0.83321,-0.326977,0,-0.770326,0.292421,0
2.94,Body C,-0.213523,0.18495,0,1.00462,-0.757102,0
2.96,Body A,1.04187,0.151311,0,-0.252269,0.463712,0
2.96,Body B,-0.848327,-0.320925,0,-0.741285,0.312513,0
2.96,Body C,-0.193542,0.169614,0,0.993554,-0.776224,0
2.98,Body A,1.03664,0.160574,0,-0.270728,0.462503,0
2.98,Body B,-0.862862,-0.314489,0,-0.71232,0.330832,0
2.98,Body C,-0.173777,0.153915,0,0.983048,-0.793335,0
3,Body A,1.03104,0.16981,0,-0.2897,0.461017,0
3,Body B,-0.876821,-0.307703,0,-0.68355,0.347465,0
3,Body C,-0.154216,0.137893,0,0.97325,-0.808482,0
3.02,Body A,1.02505,0.179012,0,-0.309211,0.459212,0
3.02,Body B,-0.890206,-0.300601,0,-0.655079,0.362506,0
3.02,Body C,-0.134842,0.121588,0,0.96429,-0.821717,0
3.04,Body A,1.01866,0.188176,0,-0.329285,0.457042,0
3.04,Body B,-0.903026,-0.293213,0,-0.626995,0.376052,0
3.04,Body C,-0.115638,0.105037,0,0.956279,-0.833094,0
3.06,Body A,1.01187,0.197291,0,-0.349944,0.454457,0
3.06,Body B,-0.915289,-0.285568,0,-0.59937,0.388203,0
3.06,Body C,-0.0965835,0.0882764,0,0.949314,-0.842661,0
3.08,Body A,1.00466,0.206351,0,-0.37121,0.451404,0
3.08,Body B,-0.927005,-0.277693,0,-0.572263,0.399059,0
3.08,Body C,-0.0776575,0.0713423,0,0.943473,-0.850463,0
3.1,Body A,0.99702,0.215344,0,-0.393099,0.447823,0
3.1,Body B,-0.938183,-0.269613,0,-0.545722,0.408719,0
3.1,Body C,-0.0588366,0.0542694,0,0.938821,-0.856542,0
3.12,Body A,0.988934,0.22426,0,-0.415625,0.443651,0
3.12,Body B,-0.948837,-0.261352,0,-0.519782,0.417277,0
3.12,Body C,-0.0400964,0.0370919,0,0.935407,-0.860928,0
3.14,Body A,0.980391,0.233086,0,-0.438799,0.43882,0
3.14,Body B,-0.958979,-0.252929,0,-0.494468,0.424827,0
3.14,Body C,-0.0214119,0.0198433,0,0.933266,-0.863647,0
3.16,Body A,0.971378,0.241808,0,-0.462625,0.433255,0
3.16,Body B,-0.96862,-0.244365,0,-0.469796,0.431458,0
3.16,Body C,-0.00275715,0.002557,0,0.932422,-0.864713,0
3.18,Body A,0.961881,0.25041,0,-0.487105,0.42688,0
3.18,Body B,-0.977775,-0.235676,0,-0.445776,0.437254,0
3.18,Body C,0.0158937,-0.0147342,0,0.932881,-0.864134,0
3.2,Body A,0.951889,0.258877,0,-0.51223,0.419611,0
3.2,Body B,-0.986456,-0.22688,0,-0.42241,0.442294,0
3.2,Body C,0.0345668,-0.0319974,0,0.93464,-0.861905,0
3.22,Body A,0.941388,0.267188,0,-0.537988,0.41136,0
3.22,Body B,-0.994676,-0.217989,0,-0.399693,0.446654,0
3.22,Body C,0.0532878,-0.0491993,0,0.93768,-0.858014,0
3.24,Body A,0.930366,0.275324,0,-0.564354,0.402036,0
3.24,Body B,-1.00245,-0.209017,0,-0.377617,0.450403,0
3.24,Body C,0.0720823,-0.0663067,0,0.941971,-0.852439,0
3.26,Body A,0.91881,0.283262,0,-0.591298,0.391544,0
3.26,Body B,-1.00978,-0.199977,0,-0.356169,0.453606,0
3.26,Body C,0.0909747,-0.0832855,0,0.947466,-0.84515,0
3.28,Body A,0.90671,0.290977,0,-0.618775,0.379786,0
3.28,Body B,-1.0167,-0.190876,0,-0.335332,0.456323,0
3.28,Body C,0.109989,-0.100101,0,0.954107,-0.836109,0
3.3,Body A,0.894056,0.298444,0,-0.646731,0.366663,0
3.3,Body B,-1.0232,-0.181726,0,-0.315087,0.45861,0
3.3,Body C,0.129146,-0.116718,0,0.961818,-0.825273,0
3.32,Body A,0.880838,0.305634,0,-0.675096,0.352074,0
3.32,Body B,-1.02931,-0.172535,0,-0.295412,0.460518,0
3.32,Body C,0.148468,-0.1331,0,0.970508,-0.812592,0
3.34,Body A,0.86705,0.312517,0,-0.703787,0.335922,0
3.34,Body B,-1.03502,-0.163308,0,-0.276283,0.462094,0
3.34,Body C,0.167972,-0.149209,0,0.980071,-0.798016,0
3.36,Body A,0.852685,0.31906,0,-0.732707,0.31811,0
3.36,Body B,-1.04036,-0.154053,0,-0.257675,0.463381,0
3.36,Body C,0.187676,-0.165007,0,0.990382,-0.781491,0
3.38,Body A,0.837741,0.32523,0,-0.761739,0.298552,0
3.38,Body B,-1.04533,-0.144774,0,-0.239561,0.464417,0
3.38,Body C,0.207592,-0.180455,0,1.0013,-0.762969,0
3.4,Body A,0.822216,0.33099,0,-0.790752,0.277164,0
3.4,Body B,-1.04995,-0.135478,0,-0.221913,0.465239,0
3.4,Body C,0.227731,-0.195512,0,1.01267,-0.742403,0
3.42,Body A,0.806112,0.336304,0,-0.819598,0.253878,0
3.42,Body B,-1.05421,-0.126166,0,-0.204703,0.465878,0
3.42,Body C,0.2481,-0.210137,0,1.0243,-0.719756,0
3.44,Body A,0.789434,0.341132,0,-0.848111,0.228641,0
3.44,Body B,-1.05814,-0.116843,0,-0.187901,0.466363,0
3.44,Body C,0.268703,-0.224289,0,1.03601,-0.695004,0
3.46,Body A,0.772191,0.345436,0,-0.876112,0.201417,0
3.46,Body B,-1.06173,-0.107512,0,-0.171479,0.46672,0
3.46,Body C,0.28954,-0.237924,0,1.04759,-0.668137,0
3.48,Body A,0.754394,0.349175,0,-0.903407,0.172192,0
3.48,Body B,-1.065,-0.0981753,0,-0.155405,0.466973,0
3.48,Body C,0.310604,-0.251,0,1.05881,-0.639165,0
3.5,Body A,0.736061,0.35231,0,-0.929792,0.140979,0
3.5,Body B,-1.06795,-0.088834,0,-0.13965,0.467142,0
3.5,Body C,0.331888,-0.263476,0,1.06944,-0.608121,0
3.52,Body A,0.71721,0.354802,0,-0.955056,0.107821,0
3.52,Body B,-1.07059,-0.0794901,0,-0.124184,0.467245,0
3.52,Body C,0.353377,-0.275311,0,1.07924,-0.575066,0
3.54,Body A,0.697867,0.356611,0,-0.978984,0.0727892,0
3.54,Body B,-1.07292,-0.0701446,0,-0.108976,0.467299,0
3.54,Body C,0.375051,-0.286466,0,1.08796,-0.540088,0
3.56,Body A,0.678061,0.357701,0,-1.00137,0.0359925,0
3.56,Body B,-1.07495,-0.0607984,0,-0.0939962,0.467317,0
3.56,Body C,0.396886,-0.296903,0,1.09536,-0.503309,0
3.58,Body A,0.657824,0.35804,0,-1.022,-0.00242742,0
3.58,Body B,-1.07668,-0.0514521,0,-0.0792137,0.467311,0
3.58,Body C,0.418855,-0.306587,0,1.10121,-0.464883,0
3.6,Body A,0.637194,0.357595,0,-1.04069,-0.0422941,0
3.6,Body B,-1.07812,-0.042106,0,-0.0645984,0.467291,0
3.6,Body C,0.440923,-0.315489,0,1.10529,-0.424997,0
3.62,Body A,0.61621,0.35634,0,-1.05729,-0.0833983,0
3.62,Body B,-1.07926,-0.0327605,0,-0.0501198,0.467265,0
3.62,Body C,0.463053,-0.323579,0,1.10741,-0.383867,0
3.64,Body A,0.594917,0.354252,0,-1.07163,-0.125501,0
3.64,Body B,-1.08012,-0.0234154,0,-0.0357475,0.46724,0
3.64,Body C,0.485205,-0.330837,0,1.10738,-0.341739,0
3.66,Body A,0.573361,0.351315,0,-1.08363,-0.168339,0
3.66,Body B,-1.08069,-0.0140708,0,-0.0214512,0.467221,0
3.66,Body C,0.507333,-0.337244,0,1.10508,-0.298882,0
3.68,Body A,0.551588,0.347515,0,-1.09321,-0.211629,0
3.68,Body B,-1.08098,-0.00472652,0,-0.00720058,0.467211,0
3.68,Body C,0.529392,-0.342789,0,1.10041,-0.255582,0
3.7,Body A,0.529649,0.342848,0,-1.10034,-0.255076,0
3.7,Body B,-1.08098,0.00461768,0,0.00703471,0.467211,0
3.7,Body C,0.551334,-0.347466,0,1.09331,-0.212135,0
3.72,Body A,0.507591,0.337313,0,-1.10504,-0.29838,0
3.72,Body B,-1.0807,0.013962,0,0.021285,0.467221,0
3.72,Body C,0.573108,-0.351275,0,1.08376,-0.168842,0
3.74,Body A,0.485463,0.330916,0,-1.10737,-0.341243,0
3.74,Body B,-1.08013,0.0233066,0,0.0355806,0.46724,0
3.74,Body C,0.594668,-0.354223,0,1.07179,-0.125997,0
3.76,Body A,0.463311,0.323668,0,-1.10742,-0.383381,0
3.76,Body B,-1.07928,0.0326516,0,0.0499518,0.467265,0
3.76,Body C,0.615964,-0.35632,0,1.05747,-0.0838836,0
3.78,Body A,0.44118,0.315587,0,-1.10533,-0.424524,0
3.78,Body B,-1.07813,0.0419972,0,0.064429,0.46729,0
3.78,Body C,0.636951,-0.357585,0,1.0409,-0.0427663,0
3.8,Body A,0.419111,0.306696,0,-1.10127,-0.464426,0
3.8,Body B,-1.0767,0.0513432,0,0.0790426,0.46731,0
3.8,Body C,0.657586,-0.358039,0,1.02223,-0.00288394,0
3.82,Body A,0.397141,0.29702,0,-1.09544,-0.50287,0
3.82,Body B,-1.07497,0.0606895,0,0.0938229,0.467317,0
3.82,Body C,0.677828,-0.35771,0,1.00162,0.0355539,0
3.84,Body A,0.375304,0.286592,0,-1.08805,-0.539669,0
3.84,Body B,-1.07294,0.0700357,0,0.1088,0.467299,0
3.84,Body C,0.697639,-0.356628,0,0.979255,0.0723704,0
3.86,Body A,0.353628,0.275445,0,-1.07935,-0.574669,0
3.86,Body B,-1.07062,0.0793812,0,0.124005,0.467246,0
3.86,Body C,0.716987,-0.354827,0,0.955343,0.107423,0
3.88,Body A,0.332137,0.263618,0,-1.06956,-0.607747,0
3.88,Body B,-1.06798,0.0887252,0,0.139468,0.467143,0
3.88,Body C,0.735844,-0.352343,0,0.930093,0.140604,0
3.9,Body A,0.310851,0.251149,0,-1.05894,-0.638815,0
3.9,Body B,-1.06503,0.0980665,0,0.15522,0.466975,0
3.9,Body C,0.754184,-0.349215,0,0.90372,0.17184,0
3.92,Body A,0.289784,0.238079,0,-1.04772,-0.667812,0
3.92,Body B,-1.06177,0.107404,0,0.171289,0.466724,0
3.92,Body C,0.771987,-0.345483,0,0.876434,0.201088,0
3.94,Body A,0.268945,0.22445,0,-1.03615,-0.694703,0
3.94,Body B,-1.05818,0.116735,0,0.187708,0.466368,0
3.94,Body C,0.789236,-0.341185,0,0.84844,0.228336,0
3.96,Body A,0.248339,0.210305,0,-1.02444,-0.71948,0
3.96,Body B,-1.05426,0.126058,0,0.204505,0.465884,0
3.96,Body C,0.805921,-0.336363,0,0.819932,0.253596,0
3.98,Body A,0.227967,0.195685,0,-1.0128,-0.742151,0
3.98,Body B,-1.05,0.135369,0,0.22171,0.465247,0
3.98,Body C,0.822031,-0.331054,0,0.791089,0.276904,0
4,Body A,0.207825,0.180633,0,-1.00143,-0.762741,0
4,Body B,-1.04539,0.144666,0,0.239353,0.464428,0
4,Body C,0.837563,-0.325299,0,0.762077,0.298313,0
4.02,Body A,0.187906,0.165189,0,-0.990506,-0.781287,0
4.02,Body B,-1.04042,0.153945,0,0.257461,0.463394,0
4.02,Body C,0.852514,-0.319134,0,0.733045,0.317893,0
4.04,Body A,0.168201,0.149395,0,-0.980187,-0.797834,0
4.04,Body B,-1.03509,0.1632,0,0.276064,0.462111,0
4.04,Body C,0.866886,-0.312595,0,0.704123,0.335724,0
4.06,Body A,0.148694,0.133289,0,-0.970615,-0.812433,0
4.06,Body B,-1.02937,0.172427,0,0.295186,0.460538,0
4.06,Body C,0.880681,-0.305716,0,0.675428,0.351895,0
4.08,Body A,0.12937,0.11691,0,-0.961913,-0.825136,0
4.08,Body B,-1.02328,0.18162,0,0.314854,0.458634,0
4.08,Body C,0.893905,-0.29853,0,0.647059,0.366501,0
4.1,Body A,0.110211,0.100296,0,-0.954191,-0.835993,0
4.1,Body B,-1.01678,0.19077,0,0.335093,0.456352,0
4.1,Body C,0.906566,-0.291066,0,0.619098,0.379641,0
4.12,Body A,0.0911955,0.0834824,0,-0.947537,-0.845054,0
4.12,Body B,-1.00987,0.199871,0,0.355922,0.45364,0
4.12,Body C,0.918672,-0.283353,0,0.591615,0.391414,0
4.14,Body A,0.0723018,0.0665053,0,-0.942028,-0.852364,0
4.14,Body B,-1.00254,0.208913,0,0.377363,0.450443,0
4.14,Body C,0.930234,-0.275418,0,0.564665,0.40192,0
4.16,Body A,0.0535063,0.0493993,0,-0.937723,-0.857959,0
4.16,Body B,-0.994769,0.217885,0,0.399432,0.446701,0
4.16,Body C,0.941263,-0.267284,0,0.538291,0.411257,0
4.18,Body A,0.0347845,0.0321982,0,-0.934668,-0.861869,0
4.18,Body B,-0.986554,0.226777,0,0.422141,0.442349,0
4.18,Body C,0.95177,-0.258975,0,0.512527,0.41952,0
4.2,Body A,0.0161111,0.0149356,0,-0.932894,-0.864117,0
4.2,Body B,-0.977879,0.235574,0,0.4455,0.437317,0
4.2,Body C,0.961768,-0.25051,0,0.487394,0.426801,0
4.22,Body A,-0.00253988,-0.00235551,0,-0.932419,-0.864716,0
4.22,Body B,-0.96873,0.244264,0,0.469513,0.43153,0
4.22,Body C,0.97127,-0.241909,0,0.462907,0.433186,0
4.24,Body A,-0.0211944,-0.0196421,0,-0.933249,-0.863669,0
4.24,Body B,-0.959094,0.25283,0,0.494176,0.42491,0
4.24,Body C,0.980289,-0.233188,0,0.439073,0.438759,0
4.26,Body A,-0.0398785,-0.0368913,0,-0.935374,-0.860969,0
4.26,Body B,-0.948959,0.261254,0,0.519483,0.417371,0
4.26,Body C,0.988837,-0.224363,0,0.415891,0.443599,0
4.28,Body A,-0.0586179,-0.0540698,0,-0.938774,-0.856603,0
4.28,Body B,-0.938311,0.269518,0,0.545416,0.408824,0
4.28,Body C,0.996928,-0.215448,0,0.393357,0.447778,0
4.3,Body A,-0.0774377,-0.0711441,0,-0.943412,-0.850544,0
4.3,Body B,-0.927138,0.2776,0,0.571951,0.399179,0
4.3,Body C,1.00458,-0.206456,0,0.371461,0.451365,0
4.32,Body A,-0.0963623,-0.08808,0,-0.949239,-0.842762,0
4.32,Body B,-0.915429,0.285477,0,0.599051,0.388337,0
4.32,Body C,1.01179,-0.197397,0,0.350189,0.454424,0
4.34,Body A,-0.115415,-0.104843,0,-0.956192,-0.833215,0
4.34,Body B,-0.903172,0.293125,0,0.62667,0.376201,0
4.34,Body C,1.01859,-0.188282,0,0.329522,0.457014,0
4.36,Body A,-0.134617,-0.121397,0,-0.964191,-0.82186,0
4.36,Body B,-0.890359,0.300516,0,0.65475,0.362672,0
4.36,Body C,1.02498,-0.179119,0,0.309441,0.459189,0
4.38,Body A,-0.153989,-0.137705,0,-0.973141,-0.808647,0
4.38,Body B,-0.87698,0.307622,0,0.683217,0.347649,0
4.38,Body C,1.03097,-0.169917,0,0.289924,0.460998,0
4.4,Body A,-0.173548,-0.15373,0,-0.982929,-0.793522,0
4.4,Body B,-0.863028,0.314411,0,0.711984,0.331035,0
4.4,Body C,1.03658,-0.160682,0,0.270946,0.462487,0
4.42,Body A,-0.193311,-0.169433,0,-0.993428,-0.776435,0
4.42,Body B,-0.848499,0.320852,0,0.740947,0.312736,0
4.42,Body C,1.04181,-0.151419,0,0.252481,0.463699,0
4.44,Body A,-0.213289,-0.184774,0,-1.00449,-0.757337,0
4.44,Body B,-0.83339,0.326909,0,0.769988,0.292666,0
4.44,Body C,1.04668,-0.142135,0,0.234502,0.464671,0
4.46,Body A,-0.233493,-0.199712,0,-1.01595,-0.736183,0
4.46,Body B,-0.8177,0.332546,0,0.798969,0.270745,0
4.46,Body C,1.05119,-0.132834,0,0.216982,0.465438,0
4.48,Body A,-0.253929,-0.214207,0,-1.02763,-0.71294,0
4.48,Body B,-0.801432,0.337726,0,0.827738,0.24691,0
4.48,Body C,1.05536,-0.123519,0,0.19989,0.46603,0
4.5,Body A,-0.274598,-0.228216,0,-1.03932,-0.687588,0
4.5,Body B,-0.784593,0.34241,0,0.856125,0.221111,0
4.5,Body C,1.05919,-0.114194,0,0.183199,0.466476,0
4.52,Body A,-0.2955,-0.241697,0,-1.05082,-0.660121,0
4.52,Body B,-0.767191,0.346557,0,0.883945,0.193319,0
4.52,Body C,1.06269,-0.104861,0,0.166879,0.466802,0
4.54,Body A,-0.316628,-0.254607,0,-1.0619,-0.630556,0
4.54,Body B,-0.74924,0.350129,0,0.911003,0.163527,0
4.54,Body C,1.06587,-0.0955223,0,0.150899,0.467029,0
4.56,Body A,-0.337972,-0.266905,0,-1.07232,-0.598933,0
4.56,Body B,-0.730758,0.353085,0,0.937091,0.131756,0
4.56,Body C,1.06873,-0.0861801,0,0.135229,0.467177,0
4.58,Body A,-0.359515,-0.278551,0,-1.08184,-0.565321,0
4.58,Body B,-0.711765,0.355386,0,0.961998,0.0980563,0
4.58,Body C,1.07128,-0.0768356,0,0.119839,0.467265,0
4.6,Body A,-0.381238,-0.289505,0,-1.09021,-0.529818,0
4.6,Body B,-0.692287,0.356995,0,0.985508,0.0625111,0
4.6,Body C,1.07352,-0.0674898,0,0.104699,0.467307,0
4.62,Body A,-0.403114,-0.299732,0,-1.09719,-0.492554,0
4.62,Body B,-0.672355,0.357875,0,1.00741,0.0252373,0
4.62,Body C,1.07547,-0.0581436,0,0.0897785,0.467317,0
4.64,Body A,-0.425115,-0.309197,0,-1.10256,-0.453693,0
4.64,Body B,-0.652002,0.357994,0,1.02751,-0.013613,0
4.64,Body C,1.07712,-0.0487973,0,0.0750466,0.467306,0
4.66,Body A,-0.447204,-0.31787,0,-1.1061,-0.41343,0
4.66,Body B,-0.631268,0.357322,0,1.04563,-0.0538538,0
4.66,Body C,1.07847,-0.0394514,0,0.0604732,0.467284,0
4.68,Body A,-0.469345,-0.325726,0,-1.10762,-0.371991,0
4.68,Body B,-0.610192,0.355832,0,1.06159,-0.0952672,0
4.68,Body C,1.07954,-0.030106,0,0.0460278,0.467258,0
4.7,Body A,-0.491495,-0.332744,0,-1.10696,-0.329628,0
4.7,Body B,-0.588819,0.353505,0,1.07528,-0.137607,0
4.7,Body C,1.08031,-0.0207611,0,0.0316802,0.467234,0
4.72,Body A,-0.513608,-0.338907,0,-1.104,-0.286615,0
4.72,Body B,-0.567196,0.350323,0,1.0866,-0.180602,0
4.72,Body C,1.0808,-0.0114166,0,0.0174,0.467217,0
4.74,Body A,-0.535639,-0.344206,0,-1.09864,-0.243243,0
4.74,Body B,-0.545371,0.346278,0,1.09548,-0.223967,0
4.74,Body C,1.08101,-0.00207232,0,0.00315681,0.46721,0
4.76,Body A,-0.557538,-0.348636,0,-1.09084,-0.199809,0
4.76,Body B,-0.523393,0.341364,0,1.10192,-0.267404,0
4.76,Body C,1.08093,0.00727189,0,-0.0110797,0.467213,0
4.78,Body A,-0.579256,-0.3522,0,-1.0806,-0.156613,0
4.78,Body B,-0.501311,0.335583,0,1.10594,-0.310613,0
4.78,Body C,1.08057,0.0166163,0,-0.0253397,0.467226,0
4.8,Body A,-0.600746,-0.354904,0,-1.06795,-0.113948,0
4.8,Body B,-0.479171,0.328943,0,1.10761,-0.353299,0
4.8,Body C,1.07992,0.025961,0,-0.0396537,0.467247,0
4.82,Body A,-0.621959,-0.356763,0,-1.05298,-0.0720921,0
4.82,Body B,-0.457021,0.321457,0,1.10704,-0.39518,0
4.82,Body C,1.07898,0.0353062,0,-0.0540519,0.467272,0
4.84,Body A,-0.64285,-0.357795,0,-1.0358,-0.0313025,0
4.84,Body B,-0.434904,0.313143,0,1.10437,-0.435995,0
4.84,Body C,1.07775,0.0446519,0,-0.0685648,0.467297,0
4.86,Body A,-0.663377,-0.358024,0,-1.01656,0.00818954,0
4.86,Body B,-0.412859,0.304026,0,1.09979,-0.475503,0
4.86,Body C,1.07624,0.053998,0,-0.0832226,0.467314,0
4.88,Body A,-0.6835,-0.357477,0,-0.995435,0.0461834,0
4.88,Body B,-0.390924,0.294133,0,1.09349,-0.513498,0
4.88,Body C,1.07442,0.0633443,0,-0.0980558,0.467314,0
4.9,Body A,-0.703183,-0.356188,0,-0.972611,0.0825118,0
4.9,Body B,-0.369129,0.283497,0,1.08571,-0.5498,0
4.9,Body C,1.07231,0.0726904,0,-0.113095,0.467288,0
4.92,Body A,-0.722395,-0.354189,0,-0.948297,0.117042,0
4.92,Body B,-0.347504,0.272153,0,1.07667,-0.584265,0
4.92,Body C,1.0699,0.0820356,0,-0.12837,0.467222,0
4.94,Body A,-0.741107,-0.351519,0,-0.922707,0.149677,0
4.94,Body B,-0.32607,0.26014,0,1.06662,-0.61678,0
4.94,Body C,1.06718,0.0913789,0,-0.143912,0.467103,0
4.96,Body A,-0.759296,-0.348215,0,-0.896053,0.180351,0
4.96,Body B,-0.304844,0.247496,0,1.0558,-0.647264,0
4.96,Body C,1.06414,0.100719,0,-0.159751,0.466913,0
4.98,Body A,-0.776943,-0.344318,0,-0.868546,0.209031,0
4.98,Body B,-0.283841,0.234263,0,1.04446,-0.675665,0
4.98,Body C,1.06078,0.110055,0,-0.175916,0.466634,0
5,Body A,-0.794033,-0.339867,0,-0.840387,0.235712,0
5,Body B,-0.263068,0.220483,0,1.03283,-0.701956,0
5,Body C,1.0571,0.119384,0,-0.192439,0.466244,0
5.02,Body A,-0.810556,-0.334903,0,-0.811766,0.260413,0
5.02,Body B,-0.242528,0.206199,0,1.02112,-0.726133,0
5.02,Body C,1.05308,0.128704,0,-0.209349,0.46572,0
5.04,Body A,-0.826502,-0.329463,0,-0.782859,0.283175,0
5.04,Body B,-0.222222,0.191452,0,1.00953,-0.74821,0
5.04,Body C,1.04872,0.138012,0,-0.226676,0.465034,0
5.06,Body A,-0.841869,-0.323588,0,-0.753827,0.304057,0
5.06,Body B,-0.202145,0.176284,0,0.998275,-0.768215,0
5.06,Body C,1.04401,0.147304,0,-0.244448,0.464158,0
5.08,Body A,-0.856655,-0.317313,0,-0.724813,0.323132,0
5.08,Body B,-0.182288,0.160737,0,0.987507,-0.786189,0
5.08,Body C,1.03894,0.156576,0,-0.262694,0.463057,0
5.1,Body A,-0.870863,-0.310674,0,-0.695945,0.340482,0
5.1,Body B,-0.16264,0.14485,0,0.977386,-0.802177,0
5.1,Body C,1.0335,0.165824,0,-0.281441,0.461695,0
5.12,Body A,-0.884495,-0.303705,0,-0.667333,0.356199,0
5.12,Body B,-0.143187,0.128663,0,0.968049,-0.816232,0
5.12,Body C,1.02768,0.175042,0,-0.300716,0.460033,0
5.14,Body A,-0.897558,-0.296437,0,-0.639072,0.370378,0
5.14,Body B,-0.123912,0.112213,0,0.959616,-0.828405,0
5.14,Body C,1.02147,0.184223,0,-0.320544,0.458027,0
5.16,Body A,-0.910061,-0.288899,0,-0.61124,0.38312,0
5.16,Body B,-0.104796,0.0955386,0,0.952189,-0.838748,0
5.16,Body C,1.01486,0.193361,0,-0.340948,0.455628,0
5.18,Body A,-0.922011,-0.281121,0,-0.583904,0.394523,0
5.18,Body B,-0.0858174,0.0786752,0,0.945853,-0.847307,0
5.18,Body C,1.00783,0.202446,0,-0.36195,0.452784,0
5.2,Body A,-0.93342,-0.273127,0,-0.557113,0.404687,0
5.2,Body B,-0.066954,0.061658,0,0.940681,-0.854126,0
5.2,Body C,1.00037,0.211469,0,-0.383567,0.449438,0
5.22,Body A,-0.9443,-0.264941,0,-0.53091,0.41371,0
5.22,Body B,-0.048182,0.0445215,0,0.936727,-0.859239,0
5.22,Body C,0.992482,0.220419,0,-0.405817,0.44553,0
5.24,Body A,-0.954661,-0.256585,0,-0.505323,0.421684,0
5.24,Body B,-0.0294766,0.0272996,0,0.934033,-0.862676,0
5.24,Body C,0.984137,0.229286,0,-0.42871,0.440992,0
5.26,Body A,-0.964517,-0.24808,0,-0.480372,0.428702,0
5.26,Body B,-0.0108121,0.0100255,0,0.932627,-0.864455,0
5.26,Body C,0.975329,0.238054,0,-0.452254,0.435753,0
5.28,Body A,-0.97388,-0.239443,0,-0.45607,0.434848,0
5.28,Body B,0.0078372,-0.00726765,0,0.932523,-0.864586,0
5.28,Body C,0.966043,0.246711,0,-0.476452,0.429738,0
5.3,Body A,-0.982764,-0.230691,0,-0.432422,0.440205,0
5.3,Body B,0.0264975,-0.024547,0,0.933722,-0.863071,0
5.3,Body C,0.956266,0.255238,0,-0.5013,0.422865,0
5.32,Body A,-0.991181,-0.22184,0,-0.409425,0.44485,0
5.32,Body B,0.0451947,-0.0417794,0,0.936212,-0.859899,0
5.32,Body C,0.945987,0.263619,0,-0.526787,0.415049,0
5.34,Body A,-0.999145,-0.212901,0,-0.387074,0.448854,0
5.34,Body B,0.0639544,-0.0589318,0,0.939967,-0.855055,0
5.34,Body C,0.935191,0.271833,0,-0.552894,0.4062,0
5.36,Body A,-1.00667,-0.203889,0,-0.365356,0.452285,0
5.36,Body B,0.0828015,-0.0759703,0,0.944949,-0.84851,0
5.36,Body C,0.923867,0.279859,0,-0.579593,0.396225,0
5.38,Body A,-1.01376,-0.194813,0,-0.344257,0.455205,0
5.38,Body B,0.10176,-0.0928606,0,0.951103,-0.840231,0
5.38,Body C,0.912003,0.287674,0,-0.606845,0.385026,0
5.4,Body A,-1.02044,-0.185684,0,-0.323759,0.457672,0
5.4,Body B,0.120853,-0.109568,0,0.958361,-0.830176,0
