t,body,x,y,z,vx,vy,vz
5.8,Star B,-0.147197,-0.477798,0,4.24597,-1.30802,0
5.8,Planet,-0.125896,-4.96323,0,3.99923,-0.130241,0
5.85,Star A,-0.0724616,0.494763,0,-4.39598,-0.643937,0
5.85,Star B,0.0724764,-0.494678,0,4.39596,0.643949,0
5.85,Planet,0.0740979,-4.96562,0,3.99974,0.0346772,0
5.9,Star A,-0.278065,0.415586,0,-3.69242,-2.47088,0
5.9,Star B,0.278079,-0.4155,0,3.69241,2.47089,0
5.9,Planet,0.273999,-4.95978,0,3.99549,0.198705,0
5.95,Star A,-0.429676,0.255724,0,-2.27193,-3.81805,0
5.95,Star B,0.429689,-0.255638,0,2.27192,3.81806,0
5.95,Planet,0.473555,-4.9458,0,3.98571,0.359911,0
6,Star A,-0.497857,0.0462178,0,-0.410303,-4.42389,0
6,Star B,0.49787,-0.0461315,0,0.410291,4.4239,0
6,Planet,0.672458,-4.92384,0,3.96916,0.517823,0
6.05,Star A,-0.46937,-0.172254,0,1.53099,-4.17076,0
6.05,Star B,0.469382,0.172341,0,-1.531,4.17077,0
6.05,Planet,0.870342,-4.89406,0,3.94484,0.673431,0
6.1,Star A,-0.349745,-0.357272,0,3.17501,-3.1078,0
6.1,Star B,0.349757,0.357359,0,-3.17502,3.10781,0
6.1,Planet,1.06681,-4.85651,0,3.91241,0.828425,0
6.15,Star A,-0.162211,-0.47291,0,4.20256,-1.44141,0
6.15,Star B,0.162222,0.472998,0,-4.20257,1.44142,0
6.15,Planet,1.26146,-4.8112,0,3.87247,0.984172,0
6.2,Star A,0.0568202,-0.496718,0,4.4141,0.504848,0
6.2,Star B,-0.0568095,0.496806,0,-4.41411,-0.504839,0
6.2,Planet,1.45395,-4.75808,0,3.82627,1.14081,0
6.25,Star A,0.26482,-0.42407,0,3.76858,2.35309,0
6.25,Star B,-0.26481,0.424159,0,-3.76859,-2.35308,0
6.25,Planet,1.644,-4.69713,0,3.77522,1.29692,0
6.3,Star A,0.421401,-0.269074,0,2.39132,3.74444,0
6.3,Star B,-0.421392,0.269163,0,-2.39133,-3.74443,0
6.3,Planet,1.8314,-4.62843,0,3.72002,1.45022,0
6.35,Star A,0.496162,-0.0618242,0,0.549747,4.40874,0
6.35,Star B,-0.496153,0.0619136,0,-0.549758,-4.40874,0
6.35,Planet,2.01593,-4.55219,0,3.66028,1.59885,0
6.4,Star A,0.474585,0.157438,0,-1.39857,4.21702,0
6.4,Star B,-0.474577,-0.157349,0,1.39856,-4.21701,0
6.4,Planet,2.19734,-4.46864,0,3.59487,1.74234,0
6.45,Star A,0.360861,0.346141,0,-3.07533,3.20649,0
6.45,Star B,-0.360853,-0.346051,0,3.07532,-3.20649,0
6.45,Planet,2.3753,-4.37802,0,3.52256,1.88158,0
6.5,Star A,0.17707,0.467643,0,-4.15497,1.57338,0
6.5,Star B,-0.177063,-0.467552,0,4.15496,-1.57337,0
6.5,Planet,2.54947,-4.28052,0,3.44273,2.01815,0
6.55,Star A,-0.0411006,0.498353,0,-4.42785,-0.365238,0
6.55,Star B,0.0411075,-0.498262,0,4.42784,0.365244,0
6.55,Planet,2.71945,-4.17623,0,3.35573,2.15338,0
6.6,Star A,-0.251291,0.432309,0,-3.84099,-2.23294,0
6.6,Star B,0.251297,-0.432218,0,3.84098,2.23294,0
6.6,Planet,2.88494,-4.0652,0,3.26293,2.28748,0
6.65,Star A,-0.412688,0.282333,0,-2.50835,-3.66707,0
6.65,Star B,0.412694,-0.282242,0,2.50834,3.66708,0
6.65,Planet,3.04568,-3.94752,0,3.16608,2.41923,0
6.7,Star A,-0.493954,0.0775471,0,-0.688665,-4.38918,0
6.7,Star B,0.49396,-0.0774558,0,0.688656,4.38919,0
6.7,Planet,3.2015,-3.82335,0,3.06632,2.54659,0
6.75,Star A,-0.479311,-0.142287,0,1.26473,-4.25906,0
6.75,Star B,0.479316,0.142379,0,-1.26474,4.25907,0
6.75,Planet,3.35226,-3.69296,0,2.96355,2.66787,0
