t,body,x,y,z,vx,vy,vz
0.76,Earth,0.0628442,-0.998003,0,6.27067,0.394883,0
0.76,Mars,-1.25487,0.863819,0,-2.88619,-4.19384,0
0.77,Sun,5.38053e-06,3.18976e-05,0,1.8499e-06,3.91134e-05,0
0.77,Mercury,0.122822,0.367009,0,-9.57825,3.20492,0
0.77,Venus,-0.0135891,0.722705,0,-7.38901,-0.141106,0
0.77,Earth,0.125386,-0.992088,0,6.23351,0.78784,0
0.77,Mars,-1.28302,0.821406,0,-2.74449,-4.28793,0
0.78,Sun,5.39968e-06,3.22943e-05,0,1.94231e-06,4.02433e-05,0
0.78,Mercury,0.0239638,0.386267,0,-10.081,0.624716,0
0.78,Venus,-0.0872795,0.717522,0,-7.33622,-0.894607,0
0.78,Earth,0.187432,-0.982257,0,6.17174,1.17769,0
0.78,Mars,-1.30975,0.778077,0,-2.59972,-4.37723,0
0.79,Sun,5.41861e-06,3.27024e-05,0,1.80647e-06,4.13699e-05,0
0.79,Mercury,-0.0765173,0.379362,0,-9.90096,-1.99793,0
0.79,Venus,-0.160058,0.704843,0,-7.2068,-1.63883,0
0.79,Earth,0.248739,-0.96855,0,6.08562,1.56289,0
0.79,Mars,-1.33501,0.733878,0,-2.45205,-4.46165,0
0.8,Sun,5.43506e-06,3.31216e-05,0,1.44669e-06,4.24493e-05,0
0.8,Mercury,-0.171815,0.34676,0,-9.05015,-4.48536,0
0.8,Venus,-0.231164,0.684802,0,-7.00207,-2.366,0
0.8,Earth,0.309065,-0.95102,0,5.97549,1.94193,0
0.8,Mars,-1.35878,0.68886,0,-2.30163,-4.54109,0
0.81,Sun,5.44684e-06,3.35511e-05,0,8.76442e-07,4.34395e-05,0
0.81,Mercury,-0.255472,0.29067,0,-7.58619,-6.66901,0
0.81,Venus,-0.299855,0.657606,0,-6.72415,-3.0685,0
0.81,Earth,0.36817,-0.929737,0,5.84177,2.3133,0
0.81,Mars,-1.38103,0.643073,0,-2.14865,-4.61546,0
0.82,Sun,5.45196e-06,3.399e-05,0,1.17635e-07,4.43025e-05,0
0.82,Mercury,-0.321821,0.214889,0,-5.60823,-8.40093,0
0.82,Venus,-0.365413,0.623539,0,-6.37595,-3.73901,0
0.82,Earth,0.425823,-0.904784,0,5.68499,2.67554,0
0.82,Mars,-1.40174,0.596568,0,-1.99326,-4.68467,0
0.83,Sun,5.44866e-06,3.44366e-05,0,-8.00532e-07,4.5006e-05,0
0.83,Mercury,-0.366367,0.124553,0,-3.25026,-9.56371,0
0.83,Venus,-0.427152,0.582956,0,-5.96109,-4.37049,0
0.83,Earth,0.481795,-0.876261,0,5.50578,3.02723,0
0.83,Mars,-1.42089,0.549397,0,-1.83565,-4.74866,0
0.84,Sun,5.43553e-06,3.48895e-05,0,-1.84316e-06,4.5525e-05,0
0.84,Mercury,-0.386091,0.0257797,0,-0.672055,-10.0786,0
0.84,Venus,-0.484427,0.536281,0,-5.4839,-4.95634,0
0.84,Earth,0.535866,-0.844279,0,5.30485,3.36697,0
0.84,Mars,-1.43845,0.501613,0,-1.67599,-4.80734,0
0.85,Sun,5.41151e-06,3.53465e-05,0,-2.97155e-06,4.58427e-05,0
0.85,Mercury,-0.379656,-0.0747374,0,1.95168,-9.91057,0
0.85,Venus,-0.536639,0.484002,0,-4.94936,-5.49043,0
0.85,Earth,0.587823,-0.808966,0,5.08297,3.69342,0
0.85,Mars,-1.4544,0.453268,0,-1.51446,-4.86065,0
0.86,Sun,5.37595e-06,3.58056e-05,0,-4.14526e-06,4.59511e-05,0
0.86,Mercury,-0.347499,-0.170189,0,4.44315,-9.07114,0
0.86,Venus,-0.583242,0.426664,0,-4.36304,-5.96717,0
0.86,Earth,0.637459,-0.77046,0,4.84104,4.0053,0
0.86,Mars,-1.46873,0.404418,0,-1.35123,-4.90854,0
0.87,Sun,5.32859e-06,3.62648e-05,0,-5.32423e-06,4.5851e-05,0
0.87,Mercury,-0.291799,-0.254107,0,6.63355,-7.61717,0
0.87,Venus,-0.623748,0.364866,0,-3.73108,-6.38156,0
0.87,Earth,0.68458,-0.728913,0,4.58,4.30137,0
0.87,Mars,-1.48142,0.355116,0,-1.18649,-4.95095,0
0.88,Sun,5.26957e-06,3.6722e-05,0,-6.47082e-06,4.55516e-05,0
0.88,Mercury,-0.21633,-0.320808,0,8.37447,-5.64722,0
0.88,Venus,-0.657733,0.299255,0,-3.06009,-6.72926,0
0.88,Earth,0.728999,-0.684489,0,4.30088,4.58047,0
0.88,Mars,-1.49246,0.305417,0,-1.02043,-4.98783,0
0.89,Sun,5.19939e-06,3.71752e-05,0,-7.55165e-06,4.50692e-05,0
0.89,Mercury,-0.126205,-0.365774,0,9.54801,-3.29478,0
0.89,Venus,-0.684843,0.230515,0,-2.35707,-7.00662,0
0.89,Earth,0.770541,-0.637364,0,4.00479,4.84149,0
0.89,Mars,-1.50183,0.255378,0,-0.85323,-5.01914,0
0.9,Sun,5.11885e-06,3.76228e-05,0,-8.53902e-06,4.44262e-05,0
0.9,Mercury,-0.0275304,-0.385958,0,10.0747,-0.71925,0
0.9,Venus,-0.704792,0.159367,0,-1.62938,-7.21074,0
0.9,Earth,0.809042,-0.587723,0,3.69289,5.0834,0
0.9,Mars,-1.50952,0.205053,0,-0.685076,-5.04485,0
0.91,Sun,5.029e-06,3.80633e-05,0,-9.41206e-06,4.36489e-05,0
0.91,Mercury,0.0730094,-0.379996,0,9.91896,1.90488,0
0.91,Venus,-0.717373,0.0865519,0,-0.884642,-7.33948,0
0.91,Earth,0.84435,-0.535762,0,3.36642,5.30526,0
0.91,Mars,-1.51553,0.1545,0,-0.516156,-5.06492,0
0.92,Sun,4.93104e-06,3.84954e-05,0,-1.01572e-05,4.27659e-05,0
0.92,Mercury,0.168604,-0.348292,0,9.09136,4.39988,0
0.92,Venus,-0.722454,0.0128328,0,-0.130636,-7.39149,0
0.92,Earth,0.876326,-0.481688,0,3.02666,5.50618,0
0.92,Mars,-1.51984,0.103774,0,-0.346659,-5.07934,0
0.93,Sun,4.8263e-06,3.89184e-05,0,-1.07684e-05,4.18062e-05,0
0.93,Mercury,0.252779,-0.292995,0,7.64801,6.59677,0
0.93,Venus,-0.719981,-0.0610202,0,0.624745,-7.36621,0
0.93,Earth,0.904843,-0.425711,0,2.67496,5.68536,0
0.93,Mars,-1.52246,0.0529317,0,-0.176776,-5.08808,0
0.94,Sun,4.71612e-06,3.93314e-05,0,-1.12465e-05,4.07971e-05,0
0.94,Mercury,0.319834,-0.21785,0,5.68672,8.34679,0
0.94,Venus,-0.709981,-0.134235,0,1.3736,-7.26392,0
0.94,Earth,0.92979,-0.368055,0,2.3127,5.84212,0
0.94,Mars,-1.52338,0.00203078,0,-0.0066946,-5.09115,0
0.95,Sun,4.60179e-06,3.97342e-05,0,-1.15984e-05,3.97626e-05,0
0.95,Mercury,0.365227,-0.127948,0,3.34032,9.53146,0
0.95,Venus,-0.692557,-0.206045,0,2.10808,-7.08568,0
0.95,Earth,0.951067,-0.308946,0,1.94131,5.97581,0
0.95,Mars,-1.52259,-0.0488724,0,0.163394,-5.08853,0
0.96,Sun,4.48453e-06,4.01266e-05,0,-1.18359e-05,3.87221e-05,0
0.96,Mercury,0.385885,-0.0293772,0,0.767727,10.0706,0
0.96,Venus,-0.667893,-0.275701,0,2.82051,-6.83336,0
0.96,Earth,0.96859,-0.248617,0,1.56225,6.08592,0
0.96,Mars,-1.52011,-0.0997209,0,0.333299,-5.08023,0
0.97,Sun,4.3654e-06,4.05087e-05,0,-1.19739e-05,3.76895e-05,0
0.97,Mercury,0.380408,0.0711855,0,-1.85686,9.92767,0
0.97,Venus,-0.636246,-0.342474,0,3.50344,-6.50961,0
0.97,Earth,0.982291,-0.187308,0,1.17703,6.17202,0
0.97,Mars,-1.51593,-0.150458,0,0.502832,-5.06625,0
0.98,Sun,4.24533e-06,4.08805e-05,0,-1.20287e-05,3.66724e-05,0
0.98,Mercury,0.349168,0.16693,0,-4.35572,9.11237,0
0.98,Venus,-0.597946,-0.405667,0,4.14971,-6.11781,0
0.98,Earth,0.992116,-0.125258,0,0.787163,6.23375,0
0.98,Mars,-1.51005,-0.201027,0,0.671803,-5.04662,0
0.99,Sun,4.12505e-06,4.12422e-05,0,-1.20163e-05,3.56725e-05,0
0.99,Mercury,0.294279,0.251371,0,-6.55962,7.67988,0
0.99,Venus,-0.553396,-0.464617,0,4.75258,-5.66207,0
0.99,Earth,0.998024,-0.0627145,0,0.394187,6.27089,0
0.99,Mars,-1.50249,-0.251372,0,0.840024,-5.02136,0
1,Sun,4.00518e-06,4.1594e-05,0,-1.19504e-05,3.4686e-05,0
1,Mercury,0.219459,0.318789,0,-8.31931,5.72719,0
1,Venus,-0.503061,-0.518711,0,5.30574,-5.14717,0
1,Earth,0.999994,7.69381e-05,0,-0.000345438,6.28327,0
1,Mars,-1.49326,-0.301436,0,1.00731,-4.99048,0
1.01,Sun,3.88619e-06,4.19359e-05,0,-1.18411e-05,3.37045e-05,0
1.01,Mercury,0.129775,0.364618,0,-9.51556,3.3865,0
1.01,Venus,-0.447466,-0.567382,0,5.8034,-4.57849,0
1.01,Earth,0.998017,0.0628682,0,-0.394878,6.27086,0
1.01,Mars,-1.48235,-0.351163,0,1.17346,-4.95404,0
1.02,Sun,3.76848e-06,4.2268e-05,0,-1.16938e-05,3.27162e-05,0
1.02,Mercury,0.0313013,0.385753,0,-10.0673,0.816323,0
1.02,Venus,-0.387195,-0.610121,0,6.24038,-3.96199,0
1.02,Earth,0.992102,0.125412,0,-0.787854,6.2337,0
1.02,Mars,-1.46979,-0.400498,0,1.33831,-4.91206,0
1.03,Sun,3.65244e-06,4.25902e-05,0,-1.15079e-05,3.17078e-05,0
1.03,Mercury,-0.0692926,0.38076,0,-9.93713,-1.80927,0
1.03,Venus,-0.322876,-0.646483,0,6.6121,-3.30412,0
1.03,Earth,0.982271,0.18746,0,-1.17772,6.17193,0
1.03,Mars,-1.45559,-0.449386,0,1.50166,-4.8646,0
1.04,Sun,3.53847e-06,4.29021e-05,0,-1.12772e-05,3.06661e-05,0
1.04,Mercury,-0.165192,0.349977,0,-9.13378,-4.31241,0
1.04,Venus,-0.255183,-0.676089,0,6.91469,-2.61177,0
1.04,Earth,0.968563,0.248769,0,-1.56294,6.08581,0
1.04,Mars,-1.43976,-0.497772,0,1.66333,-4.81171,0
1.05,Sun,3.42709e-06,4.32034e-05,0,-1.09893e-05,2.95799e-05,0
1.05,Mercury,-0.249901,0.295487,0,-7.71163,-6.5235,0
1.05,Venus,-0.184824,-0.698628,0,7.145,-1.89218,0
1.05,Earth,0.951032,0.309096,0,-1.94199,5.97567,0
1.05,Mars,-1.42233,-0.545602,0,1.82314,-4.75345,0
1.06,Sun,3.31893e-06,4.34935e-05,0,-1.06271e-05,2.84416e-05,0
1.06,Mercury,-0.317679,0.220983,0,-5.76698,-8.29271,0
1.06,Venus,-0.112533,-0.713867,0,7.30063,-1.15288,0
1.06,Earth,0.929748,0.368204,0,-2.31338,5.84194,0
1.06,Mars,-1.40331,-0.592823,0,1.98092,-4.68987,0
1.07,Sun,3.21486e-06,4.3772e-05,0,-1.01692e-05,2.72488e-05,0
1.07,Mercury,-0.363935,0.13151,0,-3.43157,-9.50014,0
1.07,Venus,-0.0390655,-0.721646,0,7.37997,-0.401602,0
1.07,Earth,0.904795,0.425858,0,-2.67565,5.68516,0
1.07,Mars,-1.38272,-0.639382,0,2.13648,-4.62107,0
1.08,Sun,3.11595e-06,4.40383e-05,0,-9.59164e-06,2.60054e-05,0
1.08,Mercury,-0.385534,0.0331302,0,-0.863646,-10.064,0
1.08,Venus,0.0348097,-0.721885,0,7.3822,0.353812,0
1.08,Earth,0.876271,0.481832,0,-3.02735,5.50593,0
1.08,Mars,-1.36059,-0.685227,0,2.28966,-4.5471,0
1.09,Sun,3.02351e-06,4.4292e-05,0,-8.86985e-06,2.47224e-05,0
1.09,Mercury,-0.381012,-0.0674911,0,1.7628,-9.94592,0
1.09,Venus,0.108321,-0.714582,0,7.30731,1.10546,0
1.09,Earth,0.844288,0.535904,0,-3.3671,5.30498,0
1.09,Mars,-1.33693,-0.730307,0,2.44028,-4.46806,0
1.1,Sun,2.93911e-06,4.45327e-05,0,-7.9804e-06,2.34178e-05,0
1.1,Mercury,-0.350677,-0.163537,0,4.2698,-9.15405,0
1.1,Venus,0.180701,-0.699814,0,7.1561,1.8455,0
1.1,Earth,0.808973,0.587862,0,-3.69357,5.08309,0
1.1,Mars,-1.31179,-0.774572,0,2.58817,-4.38403,0
1.11,Sun,2.86453e-06,4.47603e-05,0,-6.90295e-06,2.2117e-05,0
1.11,Mercury,-0.296583,-0.2485,0,6.48747,-7.74202,0
1.11,Venus,0.251194,-0.677737,0,6.93017,2.5662,0
1.11,Earth,0.770465,0.637499,0,-4.00545,4.84114,0
1.11,Mars,-1.28518,-0.817971,0,2.73317,-4.2951,0
1.12,Sun,2.80173e-06,4.49751e-05,0,-5.6222e-06,2.08513e-05,0
1.12,Mercury,-0.222396,-0.316625,0,8.26557,-5.80553,0
1.12,Venus,0.319063,-0.64858,0,6.63187,3.26003,0
1.12,Earth,0.728917,0.684621,0,-4.30153,4.58008,0
1.12,Mars,-1.25714,-0.860458,0,2.87512,-4.20139,0
1.13,Sun,2.75279e-06,4.51776e-05,0,-4.12937e-06,1.96571e-05,0
1.13,Mercury,-0.133143,-0.363297,0,9.48366,-3.47583,0
1.13,Venus,0.383601,-0.61265,0,6.26435,3.91977,0
1.13,Earth,0.684491,0.729041,0,-4.58064,4.30094,0
1.13,Mars,-1.22769,-0.901984,0,3.01386,-4.10298,0
1.14,Sun,2.71985e-06,4.53687e-05,0,-2.42354e-06,1.85739e-05,0
1.14,Mercury,-0.0348693,-0.385355,0,10.0593,-0.910762,0
1.14,Venus,0.444132,-0.570321,0,5.83144,4.53852,0
1.14,Earth,0.637364,0.770583,0,-4.84166,4.00483,0
1.14,Mars,-1.19687,-0.942502,0,3.14923,-3.99999,0
1.15,Sun,2.70501e-06,4.55496e-05,0,-5.12434e-07,1.76428e-05,0
1.15,Mercury,0.0657662,-0.381307,0,9.95345,1.71588,0
1.15,Venus,0.500027,-0.522037,0,5.33767,5.10984,0
1.15,Earth,0.587722,0.809084,0,-5.08358,3.69291,0
1.15,Mars,-1.16472,-0.981968,0,3.28108,-3.89254,0
1.16,Sun,2.71024e-06,4.57222e-05,0,1.5873e-06,1.6904e-05,0
1.16,Mercury,0.161947,-0.351426,0,9.17344,4.22618,0
1.16,Venus,0.5507,-0.468302,0,4.78822,5.62777,0
1.16,Earth,0.535759,0.844393,0,-5.30543,3.36641,0
1.16,Mars,-1.13126,-1.02034,0,3.40927,-3.78074,0
1.17,Sun,2.7373e-06,4.58884e-05,0,3.85027e-06,1.63951e-05,0
1.17,Mercury,0.247159,-0.29774,0,7.77212,6.45014,0
1.17,Venus,0.595624,-0.409678,0,4.18881,6.08692,0
1.17,Earth,0.481683,0.876368,0,-5.50635,3.02663,0
1.17,Mars,-1.09654,-1.05757,0,3.53365,-3.66473,0
1.18,Sun,2.78767e-06,4.60509e-05,0,6.24316e-06,1.61486e-05,0
1.18,Mercury,0.315631,-0.223883,0,5.84445,8.23714,0
1.18,Venus,0.634331,-0.346776,0,3.5457,6.48249,0
1.18,Earth,0.425705,0.904885,0,-5.68553,2.6749,0
1.18,Mars,-1.0606,-1.09362,0,3.65408,-3.54462,0
1.19,Sun,2.86246e-06,4.62124e-05,0,8.72588e-06,1.61903e-05,0
1.19,Mercury,0.362726,-0.134861,0,3.521,9.46621,0
1.19,Venus,0.666415,-0.280254,0,2.86562,6.81038,0
1.19,Earth,0.368047,0.929831,0,-5.84227,2.31262,0
1.19,Mars,-1.02348,-1.12845,0,3.77043,-3.42056,0
1.2,Sun,2.96234e-06,4.63758e-05,0,1.12533e-05,1.65383e-05,0
1.2,Mercury,0.385255,-0.0367012,0,0.95912,10.0541,0
1.2,Venus,0.691543,-0.210806,0,2.15565,7.06717,0
1.2,Earth,0.308937,0.951107,0,-5.97595,1.94121,0
1.2,Mars,-0.985207,-1.16202,0,3.88257,-3.29268,0
1.21,Sun,3.08752e-06,4.65442e-05,0,1.3777e-05,1.72012e-05,0
1.21,Mercury,0.381692,0.0639471,0,-1.6677,9.96114,0
1.21,Venus,0.709453,-0.139156,0,1.4232,7.25018,0
1.21,Earth,0.248607,0.96863,0,-6.08605,1.56214,0
1.21,Mars,-0.945838,-1.19429,0,3.99038,-3.16113,0
1.22,Sun,3.23771e-06,4.67208e-05,0,1.62478e-05,1.81781e-05,0
1.22,Mercury,0.352278,0.160268,0,-4.18159,9.1935,0
1.22,Venus,0.719958,-0.0660544,0,0.675922,7.35751,0
1.22,Earth,0.187296,0.98233,0,-6.17212,1.1769,0
1.22,Mars,-0.905414,-1.22523,0,4.09373,-3.02605,0
1.23,Sun,3.41213e-06,4.69088e-05,0,1.86174e-05,1.94589e-05,0
1.23,Mercury,0.299006,0.245737,0,-6.41231,7.80319,0
1.23,Venus,0.722948,0.00773769,0,-0.0784021,7.38805,0
1.23,Earth,0.125245,0.992152,0,-6.23384,0.787018,0
1.23,Mars,-0.863979,-1.2548,0,4.19251,-2.8876,0
1.24,Sun,3.60957e-06,4.7111e-05,0,2.0841e-05,2.1024e-05,0
1.24,Mercury,0.225483,0.314566,0,-8.20878,5.88434,0
1.24,Venus,0.718393,0.0814495,0,-0.831902,7.34147,0
1.24,Earth,0.062701,0.99806,0,-6.27095,0.394031,0
1.24,Mars,-0.82158,-1.28297,0,4.2866,-2.74592,0
1.25,Sun,3.82833e-06,4.73301e-05,0,2.28788e-05,2.28463e-05,0
1.25,Mercury,0.136688,0.362092,0,-9.44932,3.56686,0
1.25,Venus,0.706339,0.154312,0,-1.57672,7.21827,0
1.25,Earth,-9.09853e-05,1.00003,0,-6.28331,-0.000511194,0
1.25,Mars,-0.778263,-1.30971,0,4.37591,-2.60119,0
1.26,Sun,4.06641e-06,4.75686e-05,0,2.46978e-05,2.48922e-05,0
1.26,Mercury,0.0386345,0.385095,0,-10.0499,1.00768,0
1.26,Venus,0.686913,0.225564,0,-2.30509,7.01973,0
1.26,Earth,-0.0628826,0.998049,0,-6.27087,-0.39505,0
1.26,Mars,-0.734078,-1.33498,0,4.46033,-2.45355,0
1.27,Sun,4.32148e-06,4.78286e-05,0,2.62728e-05,2.71233e-05,0
1.27,Mercury,-0.0620353,0.382017,0,-9.96966,-1.61987,0
1.27,Venus,0.660317,0.294462,0,-3.00941,6.74791,0
1.27,Earth,-0.125426,0.992132,0,-6.23369,-0.788029,0
1.27,Mars,-0.689073,-1.35877,0,4.53978,-2.30317,0
1.28,Sun,4.591e-06,4.81116e-05,0,2.75873e-05,2.94987e-05,0
1.28,Mercury,-0.158502,0.353064,0,-9.2141,-4.13782,0
1.28,Venus,0.626829,0.360287,0,-3.68234,6.40565,0
1.28,Earth,-0.187474,0.982299,0,-6.1719,-1.1779,0
1.28,Mars,-0.643299,-1.38104,0,4.61415,-2.15023,0
1.29,Sun,4.87233e-06,4.84189e-05,0,2.86331e-05,3.1977e-05,0
1.29,Mercury,-0.244232,0.300197,0,-7.83429,-6.37555,0
1.29,Venus,0.586799,0.422352,0,-4.31686,5.99651,0
1.29,Earth,-0.248783,0.96859,0,-6.08575,-1.56312,0
1.29,Mars,-0.596807,-1.40177,0,4.68337,-1.99489,0
1.3,Sun,5.16277e-06,4.87513e-05,0,2.94106e-05,3.45182e-05,0
1.3,Mercury,-0.313415,0.226996,0,-5.92369,-8.18145,0
1.3,Venus,0.540642,0.480008,0,-4.90635,5.52476,0
1.3,Earth,-0.309109,0.951057,0,-5.97558,-1.94216,0
1.3,Mars,-0.549649,-1.42093,0,4.74737,-1.83732,0
1.31,Sun,5.45967e-06,4.91093e-05,0,2.99274e-05,3.70856e-05,0
1.31,Mercury,-0.361364,0.13842,0,-3.6117,-9.43311,0
1.31,Venus,0.488842,0.532655,0,-5.44464,4.99531,0
1.31,Earth,-0.368216,0.929772,0,-5.84183,-2.31354,0
1.31,Mars,-0.501877,-1.43851,0,4.80606,-1.67771,0
1.32,Sun,5.76049e-06,4.9493e-05,0,3.01971e-05,3.96474e-05,0
1.32,Mercury,-0.384831,0.0404688,0,-1.05496,-10.0457,0
1.32,Venus,0.431939,0.579741,0,-5.92612,4.41368,0
1.32,Earth,-0.425869,0.904817,0,-5.68502,-2.67579,0
1.32,Mars,-0.453546,-1.45448,0,4.85939,-1.51623,0
1.33,Sun,6.06285e-06,4.99022e-05,0,3.02378e-05,4.21777e-05,0
1.33,Mercury,-0.382225,-0.0602204,0,1.57327,-9.97767,0
1.33,Venus,0.370526,0.620774,0,-6.34577,3.78592,0
1.33,Earth,-0.481841,0.876291,0,-5.50578,-3.02748,0
1.33,Mars,-0.404708,-1.46882,0,4.9073,-1.35306,0
1.34,Sun,6.36455e-06,5.03364e-05,0,3.00704e-05,4.46569e-05,0
1.34,Mercury,-0.353722,-0.156826,0,4.0949,-9.23366,0
1.34,Venus,0.305244,0.655327,0,-6.69918,3.11859,0
1.34,Earth,-0.535912,0.844307,0,-5.3048,-3.36722,0
1.34,Mars,-0.355418,-1.48153,0,4.94972,-1.18838,0
1.35,Sun,6.66363e-06,5.07951e-05,0,2.97163e-05,4.70726e-05,0
1.35,Mercury,-0.301254,-0.242804,0,6.33906,-7.86407,0
1.35,Venus,0.236776,0.683037,0,-6.98267,2.41864,0
1.35,Earth,-0.587868,0.808991,0,-5.08289,-3.69366,0
1.35,Mars,-0.305731,-1.49259,0,4.98662,-1.02238,0
1.36,Sun,6.95832e-06,5.12776e-05,0,2.91961e-05,4.94182e-05,0
1.36,Mercury,-0.228376,-0.312328,0,8.15371,-5.96175,0
1.36,Venus,0.165834,0.703616,0,-7.19325,1.69338,0
1.36,Earth,-0.637503,0.770483,0,-4.84093,-4.00553,0
1.36,Mars,-0.255704,-1.50198,0,5.01796,-0.855241,0
1.37,Sun,7.24706e-06,5.17832e-05,0,2.85275e-05,5.16929e-05,0
1.37,Mercury,-0.140025,-0.360689,0,9.41592,-3.65561,0
1.37,Venus,0.093161,0.716846,0,-7.32873,0.950373,0
1.37,Earth,-0.684622,0.728933,0,-4.57985,-4.30159,0
1.37,Mars,-0.205391,-1.50969,0,5.0437,-0.687151,0
1.38,Sun,7.52843e-06,5.23113e-05,0,2.77241e-05,5.38999e-05,0
1.38,Mercury,-0.0421885,-0.384613,0,10.0402,-1.10192,0
1.38,Venus,0.0195149,0.72259,0,-7.38767,0.197374,0
1.38,Earth,-0.72904,0.684508,0,-4.3007,-4.58066,0
1.38,Mars,-0.154849,-1.51572,0,5.0638,-0.518297,0
1.39,Sun,7.80112e-06,5.2861e-05,0,2.67947e-05,5.60454e-05,0
1.39,Mercury,0.0585067,-0.382479,0,9.98437,1.52629,0
1.39,Venus,-0.0543351,0.720786,0,-7.36945,-0.557753,0
1.39,Earth,-0.77058,0.63738,0,-4.00459,-4.84166,0
1.39,Mars,-0.104134,-1.52005,0,5.07826,-0.348868,0
1.4,Sun,8.06391e-06,5.3432e-05,0,2.57427e-05,5.81364e-05,0
1.4,Mercury,0.155239,-0.354433,0,9.25222,4.051,0
1.4,Venus,-0.127617,0.711454,0,-7.27423,-1.30712,0
1.4,Earth,-0.809079,0.587738,0,-3.69266,-5.08355,0
1.4,Mars,-0.0533026,-1.52269,0,5.08704,-0.179054,0
1.41,Sun,8.31556e-06,5.40236e-05,0,2.4566e-05,6.01791e-05,0
1.41,Mercury,0.241458,-0.302376,0,7.89343,6.30121,0
1.41,Venus,-0.199566,0.694689,0,-7.10301,-2.0429,0
1.41,Earth,-0.844385,0.535776,0,-3.36617,-5.30538,0
1.41,Mars,-0.00241186,-1.52363,0,5.09015,-0.00904243,0
1.42,Sun,8.55479e-06,5.46354e-05,0,2.32575e-05,6.21771e-05,0
1.42,Mercury,0.311322,-0.229835,0,6.00007,8.12455,0
1.42,Venus,-0.26943,0.670667,0,-6.85756,-2.75739,0
1.42,Earth,-0.876358,0.4817,0,-3.02639,-5.50626,0
1.42,Mars,0.0484815,-1.52287,0,5.08758,0.160976,0
1.43,Sun,8.78024e-06,5.5267e-05,0,2.18064e-05,6.41303e-05,0
1.43,Mercury,0.360102,-0.141724,0,3.70039,9.39758,0
1.43,Venus,-0.336478,0.639637,0,-6.54043,-3.44313,0
1.43,Earth,-0.904872,0.425723,0,-2.67467,-5.68542,0
1.43,Mars,0.0993209,-1.52042,0,5.07934,0.330811,0
1.44,Sun,8.9904e-06,5.59179e-05,0,2.01993e-05,6.60333e-05,0
1.44,Mercury,0.384493,-0.0440099,0,1.15015,10.0341,0
1.44,Venus,-0.400011,0.601924,0,-6.15492,-4.09295,0
1.44,Earth,-0.929816,0.368067,0,-2.31239,-5.84213,0
1.44,Mars,0.150049,-1.51626,0,5.06542,0.500273,0
1.45,Sun,9.18365e-06,5.65874e-05,0,1.84217e-05,6.78746e-05,0
1.45,Mercury,0.382844,0.0566883,0,-1.47796,9.99108,0
1.45,Venus,-0.459362,0.557921,0,-5.70505,-4.70004,0
1.45,Earth,-0.95109,0.308958,0,-1.94099,-5.97579,0
1.45,Mars,0.20061,-1.51041,0,5.04585,0.669174,0
1.46,Sun,9.35822e-06,5.72751e-05,0,1.64603e-05,6.96368e-05,0
1.46,Mercury,0.355268,0.153551,0,-4.00599,9.27138,0
1.46,Venus,-0.513913,0.508087,0,-5.19553,-5.25805,0
1.46,Earth,-0.96861,0.248629,0,-1.56193,-6.08587,0
1.46,Mars,0.250948,-1.50288,0,5.02066,0.837325,0
1.47,Sun,9.51221e-06,5.79798e-05,0,1.43043e-05,7.12962e-05,0
1.47,Mercury,0.303631,0.240018,0,-6.26273,7.92376,0
1.47,Venus,-0.563092,0.452943,0,-4.63166,-5.76113,0
1.47,Earth,-0.982308,0.18732,0,-1.17671,-6.17192,0
1.47,Mars,0.301005,-1.49367,0,4.98986,1.00454,0
1.48,Sun,9.64364e-06,5.87006e-05,0,1.19475e-05,7.28238e-05,0
1.48,Mercury,0.23143,0.310233,0,-8.09537,6.03943,0
1.48,Venus,-0.606384,0.393065,0,-4.01934,-6.20403,0
1.48,Earth,-0.992129,0.125272,0,-0.786846,-6.23362,0
1.48,Mars,0.350726,-1.48279,0,4.95349,1.17063,0
1.49,Sun,9.75049e-06,5.94358e-05,0,9.38968e-06,7.41867e-05,0
1.49,Mercury,0.143555,0.35944,0,-9.37976,3.74597,0
1.49,Venus,-0.643338,0.329079,0,-3.36497,-6.58209,0
1.49,Earth,-0.998035,0.06273,0,-0.393878,-6.27071,0
1.49,Mars,0.400056,-1.47026,0,4.9116,1.33541,0
1.5,Sun,9.83079e-06,6.01836e-05,0,6.63786e-06,7.53491e-05,0
1.5,Mercury,0.0459575,0.384304,0,-10.0289,1.19869,0
1.5,Venus,-0.673566,0.261653,0,-2.67539,-6.89135,0
1.5,Earth,-1,-5.95083e-05,0,0.000644072,-6.28306,0
1.5,Mars,0.44894,-1.45609,0,4.86423,1.4987,0
1.51,Sun,9.88265e-06,6.0942e-05,0,3.70712e-06,7.62745e-05,0
1.51,Mercury,-0.0547525,0.383142,0,-9.99867,-1.42991,0
1.51,Venus,-0.696753,0.191492,0,-1.95782,-7.12858,0
1.51,Earth,-0.998022,-0.0628485,0,0.395162,-6.27061,0
1.51,Mars,0.497323,-1.44029,0,4.81144,1.66031,0
1.52,Sun,9.90441e-06,6.17082e-05,0,6.20842e-07,7.69276e-05,0
1.52,Mercury,-0.151753,0.356029,0,-9.29115,-3.96177,0
1.52,Venus,-0.712654,0.11933,0,-1.21976,-7.29129,0
1.52,Earth,-0.992103,-0.125389,0,0.788121,-6.23342,0
1.52,Mars,0.545151,-1.42289,0,4.75327,1.82006,0
